,Total population,Hispanic or Latino,One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 3003, Block Group 3, Census Tract 304, San Francisco County, California",119,4,112,48,0,0,63,0,1,7
"Block 3004, Block Group 3, Census Tract 304, San Francisco County, California",136,0,134,20,0,0,114,0,0,2
"Block 3005, Block Group 3, Census Tract 304, San Francisco County, California",114,3,112,60,0,0,52,0,0,2
"Block 3006, Block Group 3, Census Tract 304, San Francisco County, California",123,11,119,60,2,0,57,0,0,4
"Block 3007, Block Group 3, Census Tract 304, San Francisco County, California",125,4,124,58,0,0,65,0,1,1
"Block 3008, Block Group 3, Census Tract 304, San Francisco County, California",159,5,147,43,1,1,102,0,0,12
"Block 3009, Block Group 3, Census Tract 304, San Francisco County, California",160,14,153,39,7,1,100,0,6,7
"Block 3010, Block Group 3, Census Tract 304, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3011, Block Group 3, Census Tract 304, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3012, Block Group 3, Census Tract 304, San Francisco County, California",45,0,45,29,0,0,16,0,0,0
"Block 4000, Block Group 4, Census Tract 304, San Francisco County, California",127,7,121,59,0,0,61,0,1,6
"Block 4001, Block Group 4, Census Tract 304, San Francisco County, California",118,4,114,55,0,0,58,0,1,4
"Block 4002, Block Group 4, Census Tract 304, San Francisco County, California",108,7,97,39,3,0,55,0,0,11
"Block 4003, Block Group 4, Census Tract 304, San Francisco County, California",128,2,124,48,0,0,76,0,0,4
"Block 4004, Block Group 4, Census Tract 304, San Francisco County, California",145,4,140,62,0,0,75,0,3,5
"Block 4005, Block Group 4, Census Tract 304, San Francisco County, California",158,7,155,45,0,0,110,0,0,3
"Block 4006, Block Group 4, Census Tract 304, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 5000, Block Group 5, Census Tract 304, San Francisco County, California",152,8,145,86,2,1,52,0,4,7
"Block 5001, Block Group 5, Census Tract 304, San Francisco County, California",147,3,134,79,1,0,54,0,0,13
"Block 5002, Block Group 5, Census Tract 304, San Francisco County, California",64,11,63,27,1,0,33,0,2,1
"Block 5003, Block Group 5, Census Tract 304, San Francisco County, California",162,9,151,70,1,0,77,0,3,11
"Block 5004, Block Group 5, Census Tract 304, San Francisco County, California",131,6,123,52,0,0,69,0,2,8
"Block 5005, Block Group 5, Census Tract 304, San Francisco County, California",219,9,216,72,3,0,135,0,6,3
"Block 5006, Block Group 5, Census Tract 304, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 305, San Francisco County, California",82,5,80,64,0,0,13,0,3,2
"Block 1001, Block Group 1, Census Tract 305, San Francisco County, California",73,2,73,56,1,0,16,0,0,0
"Block 1002, Block Group 1, Census Tract 305, San Francisco County, California",127,10,118,72,0,0,45,0,1,9
"Block 1003, Block Group 1, Census Tract 305, San Francisco County, California",27,1,27,22,0,0,5,0,0,0
"Block 1004, Block Group 1, Census Tract 305, San Francisco County, California",53,4,50,30,0,0,20,0,0,3
"Block 1005, Block Group 1, Census Tract 305, San Francisco County, California",198,9,187,124,4,0,59,0,0,11
"Block 1006, Block Group 1, Census Tract 305, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 305, San Francisco County, California",62,6,58,38,0,0,18,0,2,4
"Block 1008, Block Group 1, Census Tract 305, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 305, San Francisco County, California",18,0,15,13,1,0,1,0,0,3
"Block 1010, Block Group 1, Census Tract 305, San Francisco County, California",83,7,78,48,0,0,30,0,0,5
"Block 1011, Block Group 1, Census Tract 305, San Francisco County, California",78,6,73,61,0,0,12,0,0,5
"Block 2000, Block Group 2, Census Tract 305, San Francisco County, California",56,5,53,28,0,0,25,0,0,3
"Block 2001, Block Group 2, Census Tract 305, San Francisco County, California",123,9,110,56,7,3,43,0,1,13
"Block 2002, Block Group 2, Census Tract 305, San Francisco County, California",69,8,62,28,0,4,30,0,0,7
"Block 2003, Block Group 2, Census Tract 305, San Francisco County, California",70,10,69,42,0,0,26,0,1,1
"Block 2004, Block Group 2, Census Tract 305, San Francisco County, California",108,12,102,66,1,0,33,0,2,6
"Block 2005, Block Group 2, Census Tract 305, San Francisco County, California",99,12,99,71,2,1,24,0,1,0
"Block 2006, Block Group 2, Census Tract 305, San Francisco County, California",217,22,205,159,0,0,44,0,2,12
"Block 2007, Block Group 2, Census Tract 305, San Francisco County, California",69,6,67,35,0,0,32,0,0,2
"Block 3000, Block Group 3, Census Tract 305, San Francisco County, California",98,7,89,61,0,0,28,0,0,9
"Block 3001, Block Group 3, Census Tract 305, San Francisco County, California",463,77,443,250,92,1,64,13,23,20
"Block 3002, Block Group 3, Census Tract 305, San Francisco County, California",112,11,103,60,6,0,35,0,2,9
"Block 3003, Block Group 3, Census Tract 305, San Francisco County, California",761,84,751,383,223,6,102,1,36,10
"Block 1000, Block Group 1, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 306, San Francisco County, California",77,13,71,47,6,0,13,0,5,6
"Block 1002, Block Group 1, Census Tract 306, San Francisco County, California",64,4,61,43,0,0,18,0,0,3
"Block 1003, Block Group 1, Census Tract 306, San Francisco County, California",103,4,96,65,3,0,28,0,0,7
"Block 1004, Block Group 1, Census Tract 306, San Francisco County, California",78,7,78,66,0,0,12,0,0,0
"Block 1005, Block Group 1, Census Tract 306, San Francisco County, California",58,7,58,43,0,0,15,0,0,0
"Block 1006, Block Group 1, Census Tract 306, San Francisco County, California",26,2,24,14,0,1,9,0,0,2
"Block 1007, Block Group 1, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 306, San Francisco County, California",48,4,47,45,0,0,2,0,0,1
"Block 1009, Block Group 1, Census Tract 306, San Francisco County, California",42,3,41,23,0,0,17,0,1,1
"Block 1010, Block Group 1, Census Tract 306, San Francisco County, California",46,6,39,16,0,0,21,0,2,7
"Block 1011, Block Group 1, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 306, San Francisco County, California",48,0,48,21,0,0,23,1,3,0
"Block 1013, Block Group 1, Census Tract 306, San Francisco County, California",71,10,64,40,6,0,13,0,5,7
"Block 1014, Block Group 1, Census Tract 306, San Francisco County, California",64,1,58,35,0,0,22,0,1,6
"Block 1015, Block Group 1, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 306, San Francisco County, California",11,0,11,0,5,0,6,0,0,0
"Block 1018, Block Group 1, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1020, Block Group 1, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 306, San Francisco County, California",34,18,29,16,0,2,6,0,5,5
"Block 2002, Block Group 2, Census Tract 306, San Francisco County, California",108,9,97,63,0,0,33,1,0,11
"Block 2003, Block Group 2, Census Tract 306, San Francisco County, California",25,0,25,23,0,0,2,0,0,0
"Block 2004, Block Group 2, Census Tract 306, San Francisco County, California",39,3,35,24,2,0,9,0,0,4
"Block 2005, Block Group 2, Census Tract 306, San Francisco County, California",84,2,76,56,1,0,19,0,0,8
"Block 2006, Block Group 2, Census Tract 306, San Francisco County, California",17,2,17,12,0,0,4,0,1,0
"Block 2007, Block Group 2, Census Tract 306, San Francisco County, California",4,0,4,0,0,0,4,0,0,0
"Block 2008, Block Group 2, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 306, San Francisco County, California",5,1,4,4,0,0,0,0,0,1
"Block 2010, Block Group 2, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2011, Block Group 2, Census Tract 306, San Francisco County, California",86,19,80,68,1,0,9,0,2,6
"Block 2012, Block Group 2, Census Tract 306, San Francisco County, California",97,10,91,68,2,0,16,0,5,6
"Block 2013, Block Group 2, Census Tract 306, San Francisco County, California",8,0,7,5,0,0,2,0,0,1
"Block 2014, Block Group 2, Census Tract 306, San Francisco County, California",25,0,25,14,0,0,11,0,0,0
"Block 2015, Block Group 2, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2016, Block Group 2, Census Tract 306, San Francisco County, California",72,3,72,56,0,0,13,0,3,0
"Block 2017, Block Group 2, Census Tract 306, San Francisco County, California",102,9,95,49,1,0,45,0,0,7
"Block 2018, Block Group 2, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 306, San Francisco County, California",100,5,100,80,0,0,16,0,4,0
"Block 3001, Block Group 3, Census Tract 306, San Francisco County, California",21,2,21,17,0,0,4,0,0,0
"Block 3002, Block Group 3, Census Tract 306, San Francisco County, California",24,0,24,10,0,0,14,0,0,0
"Block 3003, Block Group 3, Census Tract 306, San Francisco County, California",3,0,3,0,3,0,0,0,0,0
"Block 3004, Block Group 3, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 306, San Francisco County, California",97,5,93,52,1,0,38,0,2,4
"Block 3006, Block Group 3, Census Tract 306, San Francisco County, California",28,0,28,21,0,0,7,0,0,0
"Block 3007, Block Group 3, Census Tract 306, San Francisco County, California",44,2,42,37,0,0,5,0,0,2
"Block 3008, Block Group 3, Census Tract 306, San Francisco County, California",22,2,22,18,0,0,1,0,3,0
"Block 3009, Block Group 3, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3010, Block Group 3, Census Tract 306, San Francisco County, California",245,18,226,154,6,0,64,0,2,19
"Block 3011, Block Group 3, Census Tract 306, San Francisco County, California",21,2,21,20,0,0,0,0,1,0
"Block 3012, Block Group 3, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3013, Block Group 3, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3014, Block Group 3, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3015, Block Group 3, Census Tract 306, San Francisco County, California",174,3,169,128,2,0,38,0,1,5
"Block 3016, Block Group 3, Census Tract 306, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 307, San Francisco County, California",34,2,34,18,4,0,11,0,1,0
"Block 1001, Block Group 1, Census Tract 307, San Francisco County, California",135,26,121,74,2,0,43,0,2,14
"Block 1002, Block Group 1, Census Tract 307, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 307, San Francisco County, California",118,13,113,92,2,0,17,0,2,5
"Block 1004, Block Group 1, Census Tract 307, San Francisco County, California",96,11,91,65,0,0,21,0,5,5
"Block 1005, Block Group 1, Census Tract 307, San Francisco County, California",1,1,1,0,0,0,0,0,1,0
"Block 1006, Block Group 1, Census Tract 307, San Francisco County, California",84,13,84,71,0,0,13,0,0,0
"Block 1007, Block Group 1, Census Tract 307, San Francisco County, California",4,0,4,4,0,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 307, San Francisco County, California",248,19,243,138,10,2,81,0,12,5
"Block 1009, Block Group 1, Census Tract 307, San Francisco County, California",6,0,6,5,1,0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 307, San Francisco County, California",97,11,92,54,4,0,29,0,5,5
"Block 1011, Block Group 1, Census Tract 307, San Francisco County, California",30,0,30,22,0,0,8,0,0,0
"Block 1012, Block Group 1, Census Tract 307, San Francisco County, California",47,4,44,40,1,0,3,0,0,3
"Block 1013, Block Group 1, Census Tract 307, San Francisco County, California",230,21,217,141,11,0,61,0,4,13
"Block 1014, Block Group 1, Census Tract 307, San Francisco County, California",39,5,39,34,0,0,4,0,1,0
"Block 1015, Block Group 1, Census Tract 307, San Francisco County, California",39,1,35,29,2,0,3,0,1,4
"Block 1016, Block Group 1, Census Tract 307, San Francisco County, California",57,9,52,38,0,0,13,0,1,5
"Block 1017, Block Group 1, Census Tract 307, San Francisco County, California",132,12,127,95,3,0,28,0,1,5
"Block 1018, Block Group 1, Census Tract 307, San Francisco County, California",64,4,59,49,0,0,9,0,1,5
"Block 1019, Block Group 1, Census Tract 307, San Francisco County, California",39,5,38,27,0,0,7,0,4,1
"Block 1020, Block Group 1, Census Tract 307, San Francisco County, California",103,6,98,76,0,0,20,0,2,5
"Block 1021, Block Group 1, Census Tract 307, San Francisco County, California",177,13,161,96,1,0,57,0,7,16
"Block 1022, Block Group 1, Census Tract 307, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 307, San Francisco County, California",129,17,120,91,5,0,23,0,1,9
"Block 1024, Block Group 1, Census Tract 307, San Francisco County, California",95,17,91,72,3,0,12,1,3,4
"Block 1025, Block Group 1, Census Tract 307, San Francisco County, California",90,9,84,46,1,0,36,0,1,6
"Block 1026, Block Group 1, Census Tract 307, San Francisco County, California",227,6,218,163,0,0,52,0,3,9
"Block 1027, Block Group 1, Census Tract 307, San Francisco County, California",3,0,3,2,0,0,1,0,0,0
"Block 1028, Block Group 1, Census Tract 307, San Francisco County, California",193,17,172,104,5,0,63,0,0,21
"Block 1029, Block Group 1, Census Tract 307, San Francisco County, California",7,0,7,7,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 307, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 307, San Francisco County, California",71,3,67,56,2,0,9,0,0,4
"Block 2002, Block Group 2, Census Tract 307, San Francisco County, California",77,7,74,53,4,0,17,0,0,3
"Block 2003, Block Group 2, Census Tract 307, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 307, San Francisco County, California",129,11,125,90,9,0,24,0,2,4
"Block 2005, Block Group 2, Census Tract 307, San Francisco County, California",44,3,44,41,0,0,3,0,0,0
"Block 2006, Block Group 2, Census Tract 307, San Francisco County, California",74,8,74,57,0,0,15,0,2,0
"Block 2007, Block Group 2, Census Tract 307, San Francisco County, California",68,7,67,53,1,0,13,0,0,1
"Block 2008, Block Group 2, Census Tract 307, San Francisco County, California",102,14,92,72,6,0,11,0,3,10
"Block 2009, Block Group 2, Census Tract 307, San Francisco County, California",52,3,47,41,0,0,6,0,0,5
"Block 2010, Block Group 2, Census Tract 307, San Francisco County, California",243,16,231,164,8,0,57,0,2,12
"Block 2011, Block Group 2, Census Tract 307, San Francisco County, California",142,26,125,82,4,0,29,0,10,17
"Block 2012, Block Group 2, Census Tract 307, San Francisco County, California",63,3,56,26,5,0,25,0,0,7
"Block 2013, Block Group 2, Census Tract 307, San Francisco County, California",196,13,181,119,0,0,59,0,3,15
"Block 2014, Block Group 2, Census Tract 307, San Francisco County, California",226,27,213,120,5,1,83,0,4,13
"Block 2015, Block Group 2, Census Tract 307, San Francisco County, California",13,4,13,13,0,0,0,0,0,0
"Block 2016, Block Group 2, Census Tract 307, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2017, Block Group 2, Census Tract 307, San Francisco County, California",133,24,120,71,9,0,30,0,10,13
"Block 3000, Block Group 3, Census Tract 307, San Francisco County, California",106,6,99,58,3,0,34,0,4,7
"Block 3001, Block Group 3, Census Tract 307, San Francisco County, California",108,9,105,64,0,0,38,0,3,3
"Block 3002, Block Group 3, Census Tract 307, San Francisco County, California",76,12,70,38,0,0,26,0,6,6
"Block 3003, Block Group 3, Census Tract 307, San Francisco County, California",161,15,156,95,6,3,48,0,4,5
"Block 3004, Block Group 3, Census Tract 307, San Francisco County, California",52,6,47,31,3,0,12,0,1,5
"Block 3005, Block Group 3, Census Tract 307, San Francisco County, California",109,24,103,51,3,0,36,0,13,6
"Block 3006, Block Group 3, Census Tract 307, San Francisco County, California",149,2,136,89,9,0,37,0,1,13
"Block 3007, Block Group 3, Census Tract 307, San Francisco County, California",170,19,162,94,7,0,55,0,6,8
"Block 3008, Block Group 3, Census Tract 307, San Francisco County, California",104,21,96,66,4,0,18,0,8,8
"Block 3009, Block Group 3, Census Tract 307, San Francisco County, California",165,8,149,92,11,0,44,0,2,16
"Block 3010, Block Group 3, Census Tract 307, San Francisco County, California",161,16,155,90,7,0,57,0,1,6
"Block 3011, Block Group 3, Census Tract 307, San Francisco County, California",182,10,170,113,4,0,52,0,1,12
"Block 3012, Block Group 3, Census Tract 307, San Francisco County, California",124,13,112,71,6,1,24,0,10,12
"Block 3013, Block Group 3, Census Tract 307, San Francisco County, California",163,6,150,109,12,0,29,0,0,13
"Block 3014, Block Group 3, Census Tract 307, San Francisco County, California",64,12,56,33,0,0,15,0,8,8
"Block 3015, Block Group 3, Census Tract 307, San Francisco County, California",78,3,72,51,0,0,21,0,0,6
"Block 3016, Block Group 3, Census Tract 307, San Francisco County, California",73,4,73,42,8,1,22,0,0,0
"Block 3017, Block Group 3, Census Tract 307, San Francisco County, California",75,5,68,49,3,0,16,0,0,7
"Block 3018, Block Group 3, Census Tract 307, San Francisco County, California",66,4,63,38,0,1,21,0,3,3
"Block 1000, Block Group 1, Census Tract 308, San Francisco County, California",125,11,122,91,1,0,28,0,2,3
"Block 1001, Block Group 1, Census Tract 308, San Francisco County, California",79,6,73,50,0,0,22,0,1,6
"Block 1002, Block Group 1, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 308, San Francisco County, California",146,1,140,97,0,0,43,0,0,6
"Block 1004, Block Group 1, Census Tract 308, San Francisco County, California",40,3,39,14,2,0,22,0,1,1
"Block 1005, Block Group 1, Census Tract 308, San Francisco County, California",52,6,52,46,1,0,4,0,1,0
"Block 1006, Block Group 1, Census Tract 308, San Francisco County, California",46,1,43,35,0,0,8,0,0,3
"Block 1007, Block Group 1, Census Tract 308, San Francisco County, California",89,7,85,66,0,0,18,0,1,4
"Block 1008, Block Group 1, Census Tract 308, San Francisco County, California",36,0,35,30,0,0,4,0,1,1
"Block 1009, Block Group 1, Census Tract 308, San Francisco County, California",55,3,52,45,0,1,5,0,1,3
"Block 1010, Block Group 1, Census Tract 308, San Francisco County, California",62,4,61,46,3,0,11,0,1,1
"Block 1011, Block Group 1, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 308, San Francisco County, California",43,1,37,16,0,0,21,0,0,6
"Block 1013, Block Group 1, Census Tract 308, San Francisco County, California",25,1,25,17,0,0,8,0,0,0
"Block 1014, Block Group 1, Census Tract 308, San Francisco County, California",64,12,53,39,1,0,13,0,0,11
"Block 1015, Block Group 1, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 308, San Francisco County, California",168,10,156,107,0,0,47,0,2,12
"Block 2002, Block Group 2, Census Tract 308, San Francisco County, California",80,9,78,66,0,0,12,0,0,2
"Block 2003, Block Group 2, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 308, San Francisco County, California",59,6,56,43,1,0,9,0,3,3
"Block 2005, Block Group 2, Census Tract 308, San Francisco County, California",23,1,23,11,1,0,8,0,3,0
"Block 2006, Block Group 2, Census Tract 308, San Francisco County, California",38,3,38,30,0,0,8,0,0,0
"Block 2007, Block Group 2, Census Tract 308, San Francisco County, California",76,1,71,54,0,0,16,0,1,5
"Block 2008, Block Group 2, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 308, San Francisco County, California",50,1,50,30,1,0,14,0,5,0
"Block 2010, Block Group 2, Census Tract 308, San Francisco County, California",167,13,153,78,1,0,68,1,5,14
"Block 2011, Block Group 2, Census Tract 308, San Francisco County, California",36,0,32,18,0,0,14,0,0,4
"Block 2012, Block Group 2, Census Tract 308, San Francisco County, California",74,1,72,44,0,0,28,0,0,2
"Block 3000, Block Group 3, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 308, San Francisco County, California",82,6,79,48,0,0,31,0,0,3
"Block 3002, Block Group 3, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3003, Block Group 3, Census Tract 308, San Francisco County, California",43,5,43,27,0,0,15,0,1,0
"Block 3004, Block Group 3, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 308, San Francisco County, California",8,0,8,8,0,0,0,0,0,0
"Block 3007, Block Group 3, Census Tract 308, San Francisco County, California",29,6,28,12,0,0,16,0,0,1
"Block 3008, Block Group 3, Census Tract 308, San Francisco County, California",53,2,50,23,2,0,25,0,0,3
"Block 3009, Block Group 3, Census Tract 308, San Francisco County, California",49,3,49,40,0,0,9,0,0,0
"Block 3010, Block Group 3, Census Tract 308, San Francisco County, California",66,3,65,40,2,0,22,0,1,1
"Block 3011, Block Group 3, Census Tract 308, San Francisco County, California",50,1,48,28,0,0,18,0,2,2
"Block 3012, Block Group 3, Census Tract 308, San Francisco County, California",56,0,50,27,3,0,20,0,0,6
"Block 3013, Block Group 3, Census Tract 308, San Francisco County, California",75,4,74,55,0,0,19,0,0,1
"Block 3014, Block Group 3, Census Tract 308, San Francisco County, California",52,2,49,37,1,0,11,0,0,3
"Block 3015, Block Group 3, Census Tract 308, San Francisco County, California",41,0,41,29,0,0,12,0,0,0
"Block 3016, Block Group 3, Census Tract 308, San Francisco County, California",26,0,26,14,0,0,12,0,0,0
"Block 3017, Block Group 3, Census Tract 308, San Francisco County, California",43,0,42,34,0,0,5,0,3,1
"Block 3018, Block Group 3, Census Tract 308, San Francisco County, California",13,0,13,10,0,0,0,0,3,0
"Block 3019, Block Group 3, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4000, Block Group 4, Census Tract 308, San Francisco County, California",34,1,32,19,0,0,13,0,0,2
"Block 4001, Block Group 4, Census Tract 308, San Francisco County, California",46,2,44,37,1,0,6,0,0,2
"Block 4002, Block Group 4, Census Tract 308, San Francisco County, California",74,7,73,54,0,0,19,0,0,1
"Block 4003, Block Group 4, Census Tract 308, San Francisco County, California",112,4,106,77,0,0,28,0,1,6
"Block 4004, Block Group 4, Census Tract 308, San Francisco County, California",128,14,117,86,0,1,27,0,3,11
"Block 4005, Block Group 4, Census Tract 308, San Francisco County, California",99,2,94,68,0,0,24,0,2,5
"Block 4006, Block Group 4, Census Tract 308, San Francisco County, California",65,3,60,48,0,0,12,0,0,5
"Block 4007, Block Group 4, Census Tract 308, San Francisco County, California",72,0,64,46,0,0,18,0,0,8
"Block 4008, Block Group 4, Census Tract 308, San Francisco County, California",106,12,99,73,1,2,22,0,1,7
"Block 4009, Block Group 4, Census Tract 308, San Francisco County, California",508,40,493,293,48,2,134,4,12,15
"Block 4010, Block Group 4, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4011, Block Group 4, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4012, Block Group 4, Census Tract 308, San Francisco County, California",9,3,9,8,0,0,0,0,1,0
"Block 4013, Block Group 4, Census Tract 308, San Francisco County, California",136,7,129,96,1,0,32,0,0,7
"Block 4014, Block Group 4, Census Tract 308, San Francisco County, California",140,5,131,106,2,0,20,0,3,9
"Block 4015, Block Group 4, Census Tract 308, San Francisco County, California",128,10,122,101,0,0,21,0,0,6
"Block 5000, Block Group 5, Census Tract 308, San Francisco County, California",118,13,111,58,1,0,52,0,0,7
"Block 5001, Block Group 5, Census Tract 308, San Francisco County, California",117,4,112,73,0,0,37,0,2,5
"Block 5002, Block Group 5, Census Tract 308, San Francisco County, California",108,11,105,57,0,1,41,0,6,3
"Block 5003, Block Group 5, Census Tract 308, San Francisco County, California",105,11,101,55,0,0,44,1,1,4
"Block 5004, Block Group 5, Census Tract 308, San Francisco County, California",143,14,133,76,3,0,52,0,2,10
"Block 5005, Block Group 5, Census Tract 308, San Francisco County, California",159,10,152,103,0,0,47,0,2,7
"Block 5006, Block Group 5, Census Tract 308, San Francisco County, California",152,9,140,78,0,0,56,3,3,12
"Block 5007, Block Group 5, Census Tract 308, San Francisco County, California",187,10,185,64,2,0,114,0,5,2
"Block 5008, Block Group 5, Census Tract 308, San Francisco County, California",157,5,155,33,4,0,117,0,1,2
"Block 5009, Block Group 5, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 5010, Block Group 5, Census Tract 308, San Francisco County, California",44,11,44,21,0,0,20,0,3,0
"Block 5011, Block Group 5, Census Tract 308, San Francisco County, California",129,16,122,76,0,0,41,0,5,7
"Block 5012, Block Group 5, Census Tract 308, San Francisco County, California",118,6,115,79,0,1,34,0,1,3
"Block 5013, Block Group 5, Census Tract 308, San Francisco County, California",154,4,152,68,1,0,83,0,0,2
"Block 5014, Block Group 5, Census Tract 308, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 309, San Francisco County, California",80,4,78,51,0,0,26,0,1,2
"Block 1001, Block Group 1, Census Tract 309, San Francisco County, California",117,3,114,73,0,0,41,0,0,3
"Block 1002, Block Group 1, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 309, San Francisco County, California",39,1,34,21,0,0,13,0,0,5
"Block 1005, Block Group 1, Census Tract 309, San Francisco County, California",24,0,24,24,0,0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 309, San Francisco County, California",54,2,49,40,0,0,9,0,0,5
"Block 1008, Block Group 1, Census Tract 309, San Francisco County, California",115,8,107,79,3,0,24,0,1,8
"Block 1009, Block Group 1, Census Tract 309, San Francisco County, California",77,1,73,41,0,0,32,0,0,4
"Block 1010, Block Group 1, Census Tract 309, San Francisco County, California",101,2,98,46,7,0,43,0,2,3
"Block 1011, Block Group 1, Census Tract 309, San Francisco County, California",65,9,64,47,6,0,10,0,1,1
"Block 1012, Block Group 1, Census Tract 309, San Francisco County, California",88,7,88,71,3,0,13,1,0,0
"Block 1013, Block Group 1, Census Tract 309, San Francisco County, California",36,0,36,26,0,0,10,0,0,0
"Block 1014, Block Group 1, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1015, Block Group 1, Census Tract 309, San Francisco County, California",35,0,30,21,1,0,8,0,0,5
"Block 1016, Block Group 1, Census Tract 309, San Francisco County, California",91,3,90,70,1,0,18,0,1,1
"Block 1017, Block Group 1, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 309, San Francisco County, California",4,0,4,0,0,0,4,0,0,0
